"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,nan
1.225806451612903,0.02642619417439108
3.032258064516128,4.623964767190018
4.838709677419354,9.582503491597413
6.64516129032258,14.576567301436421
8.451612903225806,19.591393667417883
10.258064516129032,24.621674299800446
12.064516129032256,29.664834435920543
13.870967741935484,34.719455537101815
15.677419354838708,39.78469669424008
17.483870967741936,44.86002526476901
19.29032258064516,49.94507184298285
21.096774193548388,55.03954616141883
22.903225806451612,60.14318742940384
24.709677419354836,65.25573592397721
26.516129032258064,70.37691826579432
28.32258064516129,75.50644158732452
30.129032258064512,80.64399338326513
31.935483870967744,85.78924483880213
33.74193548387097,90.9418561132361
35.54838709677419,96.10148253312423
37.354838709677416,101.26778098541782
39.16129032258064,106.44041603819272
40.96774193548387,111.61906548300946
42.774193548387096,116.8034251094186
44.58064516129032,121.9932126038012
46.387096774193544,127.18817052258487
48.193548387096776,132.3880683317916
50.0,137.59270353607207
