"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,nan
1.225806451612903,5.068757483669017
3.032258064516128,22.071765192831933
4.838709677419354,39.43240974517953
6.64516129032258,57.00008235239447
8.451612903225806,74.7373664623983
10.258064516129032,92.62440200330244
12.064516129032256,110.65013445657178
13.870967741935484,128.80836988597122
15.677419354838708,147.09567061190836
17.483870967741936,165.51007735232497
19.29032258064516,184.0502843224798
21.096774193548388,202.71510594485915
22.903225806451612,221.5031477378314
24.709677419354836,240.41262392167926
26.516129032258064,259.4412797040521
28.32258064516129,278.5863863062959
30.129032258064512,297.8447844238697
31.935483870967744,317.2129578571674
33.74193548387097,336.6871238228024
35.54838709677419,356.26333015464144
37.354838709677416,375.93755240949946
39.16129032258064,395.7057859828525
40.96774193548387,415.5641298803743
42.774193548387096,435.50885992393955
44.58064516129032,455.5364900112317
46.387096774193544,475.64382068471906
48.193548387096776,495.82797476353517
50.0,516.0864201946753
