"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,nan
1.225806451612903,3.5862255674333636
3.032258064516128,36.164039487015685
4.838709677419354,70.04788933771458
6.64516129032258,104.68365680210044
8.451612903225806,139.99499678985643
10.258064516129032,175.92898259730302
12.064516129032256,212.4559085642684
13.870967741935484,249.5614098906999
15.677419354838708,287.2406547059944
17.483870967741936,325.49426505926186
19.29032258064516,364.3254063754264
21.096774193548388,403.7377390319334
22.903225806451612,443.7340386445965
24.709677419354836,484.31533796585063
26.516129032258064,525.4804690147699
28.32258064516129,567.2259044246199
30.129032258064512,609.5458154831024
31.935483870967744,652.4322809946075
33.74193548387097,695.8755954235381
35.54838709677419,739.8646365570944
37.354838709677416,784.3872622641874
39.16129032258064,829.4307131503388
40.96774193548387,874.9820034296683
42.774193548387096,921.0282865656732
44.58064516129032,967.5571855323959
46.387096774193544,1014.5570802056443
48.193548387096776,1062.017346626322
50.0,1109.9285448319285
