"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,nan
1.225806451612903,3.0263648360756576
3.032258064516128,13.303760571131454
4.838709677419354,23.74114218588
6.64516129032258,34.23730252361955
8.451612903225806,44.76450717223042
10.258064516129032,55.31030639238866
12.064516129032256,65.868728622368
13.870967741935484,76.43701970844344
15.677419354838708,87.01406473836897
17.483870967741936,97.59946979028628
19.29032258064516,108.19299801653513
21.096774193548388,118.79423574370415
22.903225806451612,129.4024183469176
24.709677419354836,140.01636688260336
26.516129032258064,150.63449859420354
28.32258064516129,161.25488350041135
30.129032258064512,171.87532669351847
31.935483870967744,182.4934619455725
33.74193548387097,193.10684682837632
35.54838709677419,203.7130529552542
37.354838709677416,214.3097473661671
39.16129032258064,224.89476273711858
40.96774193548387,235.46615521270314
42.774193548387096,246.02224941111353
44.58064516129032,256.56167066395165
46.387096774193544,267.0833649203436
48.193548387096776,277.5866070241591
50.0,288.07099829881633
