"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,nan
1.225806451612903,0.722915390612268
3.032258064516128,3.1498102185935952
4.838709677419354,5.612479162510457
6.64516129032258,8.08471387535543
8.451612903225806,10.56149026691869
10.258064516129032,13.040873332512255
12.064516129032256,15.5219484231556
13.870967741935484,18.004244890872314
15.677419354838708,20.48751005482918
17.483870967741936,22.971599373693778
19.29032258064516,25.456416724885777
21.096774193548388,27.9418808682053
22.903225806451612,30.42790731923786
24.709677419354836,32.91439980028079
26.516129032258064,35.40124768565016
28.32258064516129,37.88832708967078
30.129032258064512,40.37550402016429
31.935483870967744,42.862638544783316
33.74193548387097,45.349589281269026
35.54838709677419,47.836217773767494
37.354838709677416,50.32239248765882
39.16129032258064,52.80799226853941
40.96774193548387,55.292909184879186
42.774193548387096,57.77705072174752
44.58064516129032,60.260341324225074
46.387096774193544,62.74272331030835
48.193548387096776,65.22415718831853
50.0,67.70462142561563
