"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,nan
1.225806451612903,10.329917346842484
3.032258064516128,33.65116660492664
4.838709677419354,57.44974014303083
6.64516129032258,81.6060742356676
8.451612903225806,106.07189467197972
10.258064516129032,130.81937035324682
12.064516129032256,155.83294556915362
13.870967741935484,181.10433128032446
15.677419354838708,206.62946701966658
17.483870967741936,232.40653087779535
19.29032258064516,258.43459561180947
21.096774193548388,284.7127362084425
22.903225806451612,311.2394706366222
24.709677419354836,338.0124483761118
26.516129032258064,365.0283201720296
28.32258064516129,392.28273641451653
30.129032258064512,419.7704330324998
31.935483870967744,447.4853733585167
33.74193548387097,475.4209222029542
35.54838709677419,503.57003451889864
37.354838709677416,531.9254457645811
39.16129032258064,560.4798546404257
40.96774193548387,589.2260915513892
42.774193548387096,618.1572681530125
44.58064516129032,647.2669048703956
46.387096774193544,676.5490344785758
48.193548387096776,705.9982808068221
50.0,735.6099124489315
