"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,1.4155928638391955e-14
1.225806451612903,2.308642042208403
3.032258064516128,7.1303148336088125
4.838709677419354,12.00829617500555
6.64516129032258,16.910947381541497
8.451612903225806,21.830412680794378
10.258064516129032,26.76325608196993
12.064516129032256,31.707675792315083
13.870967741935484,36.662636101768854
15.677419354838708,41.6275014799103
17.483870967741936,46.60185100860216
19.29032258064516,51.585373797286756
21.096774193548388,56.57780742938475
22.903225806451612,61.57890200431921
24.709677419354836,66.58840038632697
26.516129032258064,71.60602896225978
28.32258064516129,76.63149518148519
30.129032258064512,81.66448934513951
31.935483870967744,86.7046888994463
33.74193548387097,91.75176403114322
35.54838709677419,96.80538374483363
37.354838709677416,101.86522187122436
39.16129032258064,106.93096264436075
40.96774193548387,112.00230561838049
42.774193548387096,117.07896978693078
44.58064516129032,122.16069683359198
46.387096774193544,127.24725348825393
48.193548387096776,132.33843299869736
50.0,137.43405575261258
