"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,nan
1.225806451612903,0.03813616791663868
3.032258064516128,4.520667937026853
4.838709677419354,9.31535413875363
6.64516129032258,14.138458275899836
8.451612903225806,18.97437118054125
10.258064516129032,23.81734474770636
12.064516129032256,28.664752812965133
13.870967741935484,33.515312393249054
15.677419354838708,38.36840056317369
17.483870967741936,43.2237161270878
19.29032258064516,48.08108901079282
21.096774193548388,52.94036975312293
22.903225806451612,57.80136873242669
24.709677419354836,62.6638279106357
26.516129032258064,67.52741378020485
28.32258064516129,72.39172360193092
30.129032258064512,77.25629935156678
31.935483870967744,82.12064550397369
33.74193548387097,86.98424804724596
35.54838709677419,91.8465930327492
37.354838709677416,96.70718360781694
39.16129032258064,101.5655549140968
40.96774193548387,106.42128652422046
42.774193548387096,111.27401227912263
44.58064516129032,116.12342751277482
46.387096774193544,120.96929373528624
48.193548387096776,125.81144090553504
50.0,130.64976747088605
