"x","y"
-6.0,nan
-4.193548387096774,nan
-2.3870967741935485,nan
-0.580645161290323,nan
1.225806451612903,2.068224159361401
3.032258064516128,6.732424664449283
4.838709677419354,11.453908370185824
6.64516129032258,16.19938718911424
8.451612903225806,20.96099522815266
10.258064516129032,25.735338453619136
12.064516129032256,30.520647913568368
13.870967741935484,35.31590968306543
15.677419354838708,40.120502733152314
17.483870967741936,44.934016910107985
19.29032258064516,49.75615092272069
21.096774193548388,54.58665245059893
22.903225806451612,59.42528313149839
24.709677419354836,64.2717992290142
26.516129032258064,69.12594244223718
28.32258064516129,73.98743725577263
30.129032258064512,78.85599239197498
31.935483870967744,83.73130468932881
33.74193548387097,88.61306425428543
35.54838709677419,93.50096010052182
37.354838709677416,98.39468574757974
39.16129032258064,103.29394443193017
40.96774193548387,108.19845371014205
42.774193548387096,113.1079493223339
44.58064516129032,118.02218824630208
46.387096774193544,122.94095091711843
48.193548387096776,127.86404261960166
50.0,132.7912940857033
